,author,books
9253,Stephen Cox,[28631]
9254,Stephen Crane,"[35220, 35226, 40208, 40209]"
9255,Stephen Desberg,"[24189, 30985]"
9256,Stephen Dobyns,[39690]
9257,Stephen Dunn,[39690]
9258,Stephen E. Ambrose,"[42389, 42519, 42542, 42543, 45544, 45546, 45549]"
9259,Stephen E. Lewis,[8213]
9260,Stephen Elliott,[43438]
9261,Stephen Eric Bronner,[33478]
9262,Stephen Everson,[19088]
9263,Stephen Fender,[38762]
9264,Stephen Fry,"[16, 18075]"
9265,Stephen G. Kochan,[26436]
9266,Stephen Gammell,"[24426, 24427]"
9267,Stephen Gasiorowicz,[17437]
9268,Stephen Gaskin,[32130]
9269,Stephen Greenblatt,"[32511, 33179, 37087, 47163, 47164, 47168, 47174]"
9270,Stephen H. Rose,[27798]
9271,Stephen Hawking,"[2093, 2094, 2095, 2096, 2099, 2100, 2103, 2104, 3869, 17351, 17352, 17354, 17355, 17356, 17362, 32610]"
9272,Stephen Heath,[23056]
9273,Stephen Hickman,[352]
9274,Stephen Hoye,[44470]
9275,Stephen Hunter,"[21928, 21930, 21931, 21932, 21933, 21934]"
9276,Stephen J. Burn,[4295]
9277,Stephen J. Cannell,"[21527, 21530]"
9278,Stephen J. Dubner,"[1202, 1204, 1206, 1207]"
9279,Stephen J. Rosen,[1320]
9280,Stephen J. Sansweet,[35428]
9281,Stephen J. Wall,[31250]
9282,Stephen Jay Gould,"[11002, 31253, 33928, 33929, 33931, 33932, 33933, 33936, 33937, 34003, 36475]"
9283,Stephen K. Ray,[848]
9284,Stephen Kessler,[5931]
9285,Stephen King,"[4978, 5094, 5095, 5096, 5098, 5373, 5399, 5412, 5413, 5414, 5415, 5416, 5417, 5418, 5419, 5420, 5421, 9014, 10566, 10567, 10569, 10574, 10575, 10576, 10579, 10580, 10581, 10582, 10583, 10585, 10586, 10587, 10588, 10589, 10593, 10599, 10603, 10604, 10605, 10607, 10611, 10613, 10614, 10617, 10618, 10619, 10620, 10622, 10624, 10626, 10627, 10628, 10629, 11271, 11532, 11563, 11565, 11566, 11567, 11570, 11571, 11573, 11574, 11577, 11580, 11584, 11588, 11590, 11594, 11596, 11597, 11598, 11599, 11602, 11604, 11605, 11606, 11607, 11608, 11613, 12676, 12678, 12681, 12682, 12683, 12684, 13413, 13440, 13441, 13442, 13444, 13446, 13448, 13449, 13451, 17662, 17944, 18003, 18072, 18114, 18127, 18128, 18129, 18342, 19135, 19136, 19137, 19587, 22076, 22549, 22550, 23793, 23796, 23797, 28097, 31253, 32664, 32667, 32668, 32679, 32680, 32686, 32689, 32691, 32692, 32694, 32695, 32696, 32702, 32709, 32714, 32715, 32720, 33348, 33349, 33544, 34084, 34806, 36303, 36320, 39661, 39662, 39664, 43839, 46230, 47547, 47549, 47550, 47553, 47554, 47555]"
9286,Stephen Kinzer,"[9704, 46347]"
9287,Stephen L. Carter,[17632]
9288,Stephen L. Hauser,[30258]
9289,Stephen Lang,"[6156, 7674, 21365]"
9290,Stephen Leacock,[34523]
9291,Stephen Leeb,"[476, 22123]"
9292,Stephen Leigh,[20935]
9293,Stephen M. Pollan,"[24530, 45511, 45515, 45516]"
9294,Stephen M. Trzaskoma,[27415]
9295,Stephen M.R. Covey,[36076]
9296,Stephen MacKenna,[26252]
9297,Stephen Manes,"[41648, 41649, 41651, 41652]"
9298,Stephen Mangan,[42606]
9299,Stephen Mark Rainey,"[33501, 36505, 36507]"
9300,Stephen Mennell,[25779]
9301,Stephen Michael King,[47630]
9302,Stephen Miller,[15023]
9303,Stephen Minot,[40053]
9304,Stephen Mitchell,"[5931, 44067, 46201]"
9305,Stephen Mulhall,"[34156, 36893]"
9306,Stephen Nachmanovitch,[9386]
9307,Stephen Oppenheimer,[4411]
9308,Stephen Orgel,"[1417, 1433, 10112, 14350, 16807, 18443, 42045, 47022]"
9309,Stephen P. Maran,[23515]
9310,Stephen R. Covey,"[2249, 2250, 2253, 15014, 36071, 36072, 36075, 44644, 44649, 44650, 44672, 44675]"
9311,Stephen R. Donaldson,"[22867, 22868, 22871, 22872, 22874, 22875, 22876, 22877]"
9312,Stephen R. Graves,[129]
9313,Stephen R. Swinburne,[20794]
9314,Stephen Rebello,"[15087, 30602]"
9315,Stephen Sartarelli,"[30966, 30968, 30969]"
9316,Stephen Schwartz,[24937]
9317,Stephen Snyder,"[14289, 25365]"
9318,Stephen Studach,[36507]
9319,Stephen T. Thornton,[17437]
9320,Stephen Tapscott,[11339]
9321,Stephen Toulmin,[12080]
9322,Stephen Tyson,[22541]
9323,Stephen Vicchio,[28173]
9324,Stephen W. Frey,"[1117, 26289, 26292, 44630]"
9325,Stephen W. Hines,"[2988, 8197, 8199, 8205, 17544]"
9326,Stephen Wright,[14326]
9327,Stephenie Meyer,"[12024, 41865]"
9328,Stephin Merritt,[45774]
9329,Steve  Miller,[8978]
9330,Steve Albon,[7277]
9331,Steve Allen,[34852]
9332,Steve Augarde,[20343]
9333,Steve Berry,[33672]
9334,Steve Blamires,[12859]
9335,Steve Bodow,[706]
9336,Steve Chalke,[37986]
9337,Steve Chorney,[2912]
9338,Steve Dillon,[46774]
9339,Steve Ditko,[16989]
9340,Steve Eddy,[14427]
9341,Steve Erickson,"[7864, 7865, 25100, 27194, 46230]"
9342,Steve Fallon,"[793, 794]"
9343,Steve Geppi,[10732]
9344,Steve Hamilton,[30247]
9345,Steve Himmer,[46610]
9346,Steve Jamison,[43536]
9347,Steve Kenson,[32350]
9348,Steve Krug,[3368]
9349,Steve Leialoha,"[21324, 21325, 21326, 21327, 21328, 21329, 21330]"
9350,Steve Lieber,"[3986, 22060, 22061]"
9351,Steve Martin,"[10867, 10871, 10873, 18655]"
9352,Steve Martini,"[2423, 2430]"
9353,Steve McConnell,[4845]
9354,Steve McCurry,[44030]
9355,Steve McMillan,"[23512, 23517]"
9356,Steve Moore,[5812]
9357,Steve Oliff,"[23753, 41179]"
9358,Steve Parkhouse,"[22357, 23753, 25099]"
9359,Steve Perry,"[9549, 19671, 19672, 19676, 19683, 19688, 20873, 20876, 20879]"
9360,Steve Pieczenik,"[19671, 19672, 19676, 19682, 19683, 19684, 19686, 19688, 20862, 20865, 20867, 20868, 20869]"
9361,Steve Rasnic Tem,"[35148, 47580]"
9362,Steve Rawlings,"[47627, 47642]"
9363,Steve Saffel,[47068]
9364,Steve Saint,[45350]
9365,Steve Stirling,[13816]
9366,Steve Turner,"[22515, 35552, 35666]"
9367,Steve Wozniak,"[5558, 18160, 40492]"
9368,Steve Yeowell,"[22347, 22390, 22394, 22398]"
9369,Steven Baur,[22514]
9370,Steven Brust,[13820]
9371,Steven C. Hayes,[25348]
9372,Steven C. Rockefeller,[37861]
9373,Steven D. Levitt,"[1202, 1204, 1206, 1207]"
9374,Steven F. Hayward,[9349]
9375,Steven Foster,[41111]
9376,Steven G. Kellman,[46947]
9377,Steven Gaines,[35581]
9378,Steven Heller,[42261]
9379,Steven Hirsch,"[31160, 31166]"
9380,Steven Johnson,"[2296, 36085, 36086]"
9381,Steven Kellogg,[24894]
9382,Steven L. Hopp,[25460]
9383,Steven L. Layne,[4717]
9384,Steven Lattimore,[1445]
9385,Steven M. Wolinsky,[22126]
9386,Steven Marcus,"[29997, 29998]"
9387,Steven McLean,[2494]
9388,Steven Nadler,[37516]
9389,Steven Pinker,"[5752, 5753, 5754, 5755, 5756]"
9390,Steven Pressfield,"[1305, 1306, 1315, 1317, 1318, 1319, 1320, 1322]"
9391,Steven Rimbauer,[32703]
9392,Steven Rose,"[29401, 33937]"
9393,Steven T. Murray,[39796]
9394,Steven W. Hirsch,[31160]
9395,Steven Watts,[12378]
9396,Steven Weisenburger,[5816]
9397,Stevie Davies,[11016]
9398,Stewart Brand,"[33279, 38311, 38313]"
9399,Stewart McKenney,[35460]
9400,Stewart O'Nan,[32694]
9401,Stewart Shapiro,[31917]
9402,Stormie Omartian,"[3806, 21230]"
9403,Strawberry Saroyan,[3351]
9404,Stuart Dybek,[9435]
9405,Stuart Gilbert,"[10037, 11988, 13368, 17116]"
9406,Stuart Hirshfield,[39571]
9407,Stuart Immonen,"[21280, 26088, 43725]"
9408,Stuart J. Murphy,[25553]
9409,Stuart J. Woolf,"[6174, 6175, 6178, 6181]"
9410,Stuart M. Kaminsky,"[18710, 21703, 32609]"
9411,Stuart M. Matlins,[27783]
9412,Stuart McLean,"[13382, 13383, 13384, 13388]"
9413,Stuart Mitchner,[42941]
9414,Stuart R. Levine,[4873]
9415,Stuart Russell,[27543]
9416,Stuart Smalley,[23584]
9417,Stuart Woods,"[5776, 35308, 46280]"
9418,Stuart Y. Silverstein,[44455]
9419,Studley Burroughs,[40424]
9420,Stéphane Heuet,"[28392, 28400, 32833]"
9421,Stéphane Jorisch,[13797]
9422,Sudha Koul,[31578]
9423,Sue Birtwistle,[1887]
9424,Sue Cavey,[43559]
9425,Sue Conklin,[1887]
9426,Sue Grafton,[15321]
9427,Sue Hubbell,[27343]
9428,Sue Miller,"[5176, 15819]"
9429,Sue Monk Kidd,"[6976, 6980, 6981, 6984, 7220, 19481, 24711, 37435]"
9430,Sue Ryan,[8761]
9431,Sue William Silverman,[35335]
9432,Suetonius,[29022]
9433,Suheil Bushrui,[285]
9434,Sujata DeChoudhury,[38277]
9435,Suketu Mehta,[4364]
9436,Suki Kim,[13800]
9437,Sun Park,[38075]
9438,Sun Tzu,"[2586, 4742, 10534, 10536, 10537, 24223, 42930]"
9439,Sunao Yoshida,[32000]
9440,Sunny,[19916]
9441,Surgana,[5503]
9442,Surman,[17067]
9443,Susan    Lewis,[10932]
9444,Susan    Oliver,[37003]
9445,Susan  Griffith,[2445]
9446,Susan  Jeffers,[8766]
9447,Susan Au,[9216]
9448,Susan Bernofsky,[6112]
9449,Susan Burke,[46130]
9450,Susan Carroll,"[39097, 39099]"
9451,Susan Conant,"[39357, 39358, 39359, 39360, 39361, 39363, 39365]"
9452,Susan Cooper,"[11308, 11311, 11313, 24958, 24963, 28615]"
9453,Susan Dick,[14946]
9454,Susan Donovan,[30856]
9455,Susan Dunlap,[32609]
9456,Susan Forward,[9787]
9457,Susan Grant,[30199]
9458,Susan Gubar,"[18842, 47171]"
9459,Susan Hill,"[37032, 37033, 37034, 37036, 37040]"
9460,Susan Howatch,"[11244, 11245, 11247, 11251, 11262, 11263, 11269]"
9461,Susan J. Wolfson,[33537]
9462,Susan Jeffers,"[2848, 12201, 41459]"
9463,Susan K. Harris,[31235]
9464,Susan Kandel,[16776]
9465,Susan Krinard,[30280]
9466,Susan Mallery,"[14051, 22227]"
9467,Susan Manning,[47059]
9468,Susan Massotty,[5511]
9469,Susan Minot,"[40049, 40051]"
9470,Susan Moller Okin,[12275]
9471,Susan Nanus,[382]
9472,Susan O'Malley,[3574]
9473,Susan Oliver,[33718]
9474,Susan Palwick,[21626]
9475,Susan Power,[46276]
9476,Susan R. Matthews,[47530]
9477,Susan R. Wolf,[37861]
9478,Susan Ring,"[17289, 17292, 17294, 17295, 17296]"
9479,Susan Shillinglaw,[4796]
9480,Susan Sizemore,"[20929, 38717]"
9481,Susan Snyder,[44133]
9482,Susan Sontag,"[25002, 38787]"
9483,Susan Squires,[38522]
9484,Susan Swan,[43130]
9485,Susan Van Kirk,[42915]
9486,Susan Vreeland,[18381]
9487,Susanna B. Hecht,[7277]
9488,Susanna Basso,[14284]
9489,Susanna Carr,[39913]
9490,Susanna Clarke,"[14196, 14201, 14202, 15161]"
9491,Susanna Kaysen,"[6511, 28091, 28092, 28093, 28094]"
9492,Susanna Tamaro,[38913]
9493,Susanne Althoetmar,[43499]
9494,Susanne Höbel,[15949]
9495,Susanne Kuhlmann,[4477]
9496,Susanne Woods,[16604]
9497,Susie Conklin,[1887]
9498,Susumu Yamaguchi,[31853]
9499,Suza Scalora,[46870]
9500,Suzanne Arms,[15598]
9501,Suzanne B. Falck,[31465]
9502,Suzanne C. O'Connell Smeltzer,[41071]
9503,Suzanne Enoch,[41371]
9504,Suzanne Farrell,[37651]
9505,Suzanne Higgins,[10895]
9506,Suzanne Jill Levine,"[16566, 30712]"
9507,Suzanne Keen,[31462]
9508,Suzanne Kleid,[22431]
9509,Suzanne Macpherson,[3479]
9510,Suzanne Rappaport,[26101]
9511,Suzanne Sale,[14679]
9512,Suzetta Bozzi,[31762]
9513,Suzette Haden Elgin,[13739]
9514,Sven Birkerts,[28441]
9515,Sven Regener,"[4485, 4637]"
9516,Sverre Lyngstad,"[32584, 32590, 32591, 32592]"
9517,Svetlana Alpers,[4874]
9518,Swain Wódening,[24660]
9519,Sy Montgomery,[40262]
9520,Syd Hoff,"[36952, 36953, 36956, 36958]"
9521,Sydney Ellen Schultz,[47231]
9522,Sydney Taylor,"[7924, 7926]"
9523,Sylvester Stallone,[6360]
9524,Sylvia Browne,"[6407, 6414]"
9525,Sylvia Cassedy,[24394]
9526,Sylvia Day,[35061]
9527,Sylvia Engdahl,"[4579, 4580, 19121]"
9528,Sylvia Long,[23186]
9529,Sylvia Moody,[27450]
9530,Sylvia Nasar,"[13912, 13915, 13916, 25462, 25463]"
9531,Sylvia Plath,"[6514, 6515, 6517, 11623, 11625, 11627, 11636, 31420, 31421]"
9532,Sylvia Townsend Warner,"[10571, 44612]"
9533,Sylvie Durastanti,[25069]
9534,Sylvie Le Bon de Beauvoir,[21125]
9535,Sylvère Lotringer,[23946]
9536,Sébastien Japrisot,[6253]
9537,Sönmez Güven,[29581]
9538,Søren Kierkegaard,"[9439, 24964, 24965, 24968, 24970, 24971]"
9539,Sławomir Rawicz,[9013]
9540,T. Coraghessan Boyle,"[7811, 24723, 24724, 24725, 24726, 24727, 24731, 24732, 24733, 24736, 24737, 24739, 24751, 24753, 24754, 40323, 43437, 43438]"
9541,T. Taylor Bruce,[2257]
9542,T.A. Barron,"[18392, 18394, 18395, 24087]"
9543,T.B. Bottomore,[30652]
9544,T.H. Watkins,"[9820, 10806]"
9545,T.H. White,"[10571, 29124, 38198, 43545]"
9546,T.J. Reed,[34444]
9547,T.J. Wylie,"[25349, 25359]"
9548,T.L. Lowery,[6660]
9549,T.R. Reid,[40620]
9550,T.S. Eliot,"[11473, 33052, 34080, 34081, 34082, 34083]"
9551,T.Z. Lavine,[22626]
9552,Tacitus,"[25688, 25689, 25692, 25693, 25696]"
9553,Tad Williams,"[10084, 10090, 10091, 10093, 10098, 23340, 28687, 28689, 28691, 28692, 28694, 28695, 28697, 28698, 28699, 32686, 43905]"
9554,Tadashi Ozawa,[24437]
9555,Tagreid Abu,[5497]
9556,Tahir Shah,[10866]
9557,Takashi Hashiguchi,"[29150, 29151, 29152, 29153, 29154, 29155, 29156, 29159, 34241]"
9558,Takehiko Inoue,[13557]
9559,Takeshi Obata,"[2885, 2886, 2887, 13588, 13589, 13590, 13591, 13592, 13603, 13614, 13615, 13617, 13618, 13619, 13620, 13621, 13623]"
9560,Tallulah Bankhead,[31253]
9561,Tamara Thorne,[24424]
9562,Tamora Pierce,"[13829, 13830, 13831, 13832, 13833, 13834, 13835, 13836, 13837, 24093, 24094, 24431, 24432, 44328, 46596]"
9563,Tan Lin,[24217]
9564,Tananarive Due,"[13069, 41536, 41537, 41538, 41539]"
9565,Tania Stern,[22904]
9566,Tania Zamorsky,[38647]
9567,Tanith Lee,"[14013, 23796, 28729, 44328]"
9568,Tantoo Cardinal,[14367]
9569,Tanuja Desai Hidier,[23229]
9570,Tanya Bastianich Manuali,[22967]
9571,Tanya Huff,"[2860, 13988, 14002, 20932, 29185]"
9572,Tanya Remer Altmann,[4966]
9573,Tara  McPherson,[21322]
9574,Tara Lynn Masih,[46610]
9575,Tara MacCarthy,"[182, 2843, 20127]"
9576,Tara McCarthy,[20126]
9577,Tasha Tudor,[20413]
9578,Tate,[21214]
9579,Tatjana Hauptmann,[4655]
9580,Taylan Taftaf,[12571]
9581,Ted Bader,[14917]
9582,Ted Bell,[33672]
9583,Ted Dekker,[2142]
9584,Ted Honderich,"[13424, 31800]"
9585,Ted Hughes,"[1525, 1717]"
9586,Ted Morgan,[23949]
9587,Ted Morino,[37569]
9588,Ted Nasmith,"[7330, 7332, 18968]"
9589,Ted Sennett,[18718]
9590,Ted Steinberg,[10270]
9591,Tedd Arnold,[19040]
9592,Teddy Kristiansen,[47699]
9593,Teddy Slater,"[39315, 39317]"
9594,Temple Grandin,"[2299, 7366, 7367]"
9595,Tennessee Williams,"[12220, 12222, 12226, 12268]"
9596,Terence Cave,[20566]
9597,Terence Kilmartin,"[9484, 18795, 18796, 18797, 18800, 18801, 18804, 28395, 35750]"
9598,Terence McKenna,[14790]
9599,Terence O. Ranger,[505]
9600,Terence O. Tunberg,[7796]
9601,Terence Tunberg,[7796]
9602,Terentio Tunberg,[7796]
9603,Teresa Casal,[47425]
9604,Teresa Edgerton,"[16649, 16653, 16654, 16656, 24589]"
9605,Teresa Medeiros,[35368]
9606,Teresa Patterson,[5396]
9607,Teresa Southwick,[46382]
9608,Terrance Dicks,[7088]
9609,Terri Apter,[44284]
9610,Terri Blackstock,[35052]
9611,Terri Mategrano,[1438]
9612,Terry  Taylor,[40076]
9613,Terry Beatty,[22070]
9614,Terry Bisson,[40281]
9615,Terry Breverton,[18013]
9616,Terry Brooks,"[15546, 15547, 15549, 15550, 15552, 15553, 15554, 15555, 15556, 15557, 15558, 15559, 15560, 15562, 15563, 15564, 15565, 15566, 15567, 15568, 15575, 15577, 15578, 15579, 15580, 17721, 34913, 34914, 34915, 34916, 34917, 34918, 34919, 34920, 34921, 34922, 34923, 34924, 34925, 34926, 34935, 34938, 34939, 34941, 34942, 34946, 34948, 34949, 34952, 34954, 34956, 34957, 34963, 34988]"
9617,Terry C. Johnston,"[12723, 23989]"
9618,Terry Carr,[41840]
9619,Terry Cole,[13469]
9620,Terry Cooper,[26670]
9621,Terry Deary,"[16285, 27877]"
9622,Terry Denton,[38955]
9623,Terry Dowling,[40880]
9624,Terry Eagleton,"[16938, 16939, 16940, 16942, 16944, 16946, 16947, 43228, 43229, 43230]"
9625,Terry Gilliam,"[24546, 24561, 24562, 24565, 24566, 24568, 47321]"
9626,Terry Goodkind,"[5038, 32686, 43886, 43887, 43888, 43889, 43890, 43892, 43893, 43895, 43899, 43904]"
9627,Terry Hale,[14542]
9628,Terry Jones,"[367, 8704, 20645, 20646, 24565, 24566, 24568]"
9629,Terry Lee Rioux,[17057]
9630,Terry Moore,"[15666, 15669, 21326]"
9631,Terry Pastor,[41117]
9632,Terry Pratchett,"[2442, 12067, 12070, 12071, 13856, 32686, 34484, 34492, 34493, 34494, 34495, 34496, 34497, 34498, 34499, 34501, 34502, 34503, 34504, 34505, 34506, 34507, 34508, 34509, 34510, 34514, 34515, 34517, 34518, 34521, 34524, 34528, 34529, 34530, 34532, 34534, 34535, 34539, 34540, 34541, 34542, 34523]"
9633,Terry Southern,"[4983, 23491]"
9634,Terry Tempest Williams,"[9820, 12990]"
9635,Terryl Whitlatch,[35451]
9636,Teshuva,[13318]
9637,Tess Gerritsen,"[32254, 32255, 32256, 32257, 32258, 32259, 32260, 32262, 32263, 40482]"
9638,Tess Uriza Holthe,[16035]
9639,Tessa Kay,[3544]
9640,Tetsuichiro Miyaki,[13614]
9641,Th. Metzger,[14835]
9642,Thad Carhart,[16051]
9643,Thales,[13425]
9644,Thanissaro Bhikkhu,[775]
9645,The Beatles,"[35558, 35578]"
9646,The Freedom Writers,[47304]
9647,The Harvard Lampoon,[15348]
9648,The New York Times,[29838]
9649,The Onion,"[4346, 41549]"
9650,The Paris Review,[11473]
9651,The Voice of the Martyrs,[8964]
9652,Thea Kliros,"[8808, 38640]"
9653,Theo Cuffe,[7559]
9654,Theo Davis,[40209]
9655,Theo LeSieg,"[7797, 28350]"
9656,Theocritus,[2452]
9657,Theodor Sologub,[44446]
9658,Theodor Storm,[10045]
9659,Theodora Goss,[20001]
9660,Theodore Ayrault Dodge,[40004]
9661,Theodore Besterman,[19390]
9662,Theodore Bikel,[15579]
9663,Theodore F. Brunner,[40928]
9664,Theodore F. Cook,[31040]
9665,Theodore L. Brown,[17412]
9666,Theodore Morrison,[2713]
9667,Theodore R. Sizer,[30913]
9668,Theodore Roszak,[35254]
9669,Theodore Sasson,[7154]
9670,Theodore Schick Jr.,[31882]
9671,Theodore Sturgeon,"[23796, 40281, 41089, 41119, 43416]"
9672,Theodore Taylor,[18553]
9673,Theodore Ziolkowski,"[16634, 16635]"
9674,Theodosius Dobzhansky,[34003]
9675,Theresa Hussey,[46382]
9676,Theresa Wright,[177]
9677,Thich Nhat Hanh,[14572]
9678,Thom Hartmann,[2127]
9679,Thomas  Christensen,[6952]
9680,Thomas  Fuchs,[45]
9681,Thomas  Harris,"[23807, 23809, 23810, 28877, 32417, 32418, 32419, 32420]"
9682,Thomas  Moore,[4055]
9683,Thomas A. Noble,[20567]
9684,Thomas Andrews,[35425]
9685,Thomas Aquinas,"[25707, 25709, 25711, 25713, 25715, 31938]"
9686,Thomas B. Friedman,[33914]
9687,Thomas Bailey Saunders,"[21179, 21182, 21185]"
9688,Thomas Beller,[45759]
9689,Thomas Benwick,[5660]
9690,Thomas Bernhard,[12203]
9691,Thomas Block,[33828]
9692,Thomas Brussig,[25251]
9693,Thomas Bulfinch,[26449]
9694,Thomas C. Foster,[39933]
9695,Thomas Cahill,"[25021, 25669, 27200, 27202, 27204]"
9696,Thomas Carlyle,[16642]
9697,Thomas Christensen,[6951]
9698,Thomas Cleary,"[10534, 25788, 25789, 44950]"
9699,Thomas Colchie,"[36553, 36555, 36556]"
9700,Thomas DePietro,[20800]
9701,Thomas E. Connolly,[12296]
9702,Thomas E. Skidmore,[702]
9703,Thomas E. Woods Jr.,[3871]
9704,Thomas F. Monteleone,[47580]
9705,Thomas F. Montelone,[33501]
9706,Thomas Fahy,[9714]
9707,Thomas Floyd,[40372]
9708,Thomas G. Addington,[129]
9709,Thomas Goltz,[32521]
9710,Thomas H. Cook,"[21703, 44510]"
9711,Thomas H. Moore,[245]
9712,Thomas Hag,[32447]
9713,Thomas Hardy,"[31462, 31463, 31465, 31466, 32650, 32656, 32904, 32905, 33013, 33015, 33017, 37395, 39690]"
9714,Thomas Harlan,"[1312, 22557]"
9715,Thomas Hobbes,[16609]
9716,Thomas Hornbein,[30214]
9717,Thomas J. Harper,"[9550, 34473]"
9718,Thomas J. Stanley,"[998, 27757]"
9719,Thomas J. Steele,[642]
9720,Thomas Jefferson,"[8508, 38773, 38775]"
9721,Thomas King,[46277]
9722,Thomas Kinkade,"[43269, 43271]"
9723,Thomas L. Friedman,"[1911, 1914, 3559, 26151, 26152]"
9724,Thomas Lewis,[35711]
9725,Thomas Ligotti,[36507]
9726,Thomas Locker,[40790]
9727,Thomas M. Disch,"[23796, 23797, 34523]"
9728,Thomas Mann,"[34440, 34444, 46303]"
9729,Thomas May,[2204]
9730,Thomas McFadden,[43081]
9731,Thomas Merton,"[1684, 2491]"
9732,Thomas Moisan,[33194]
9733,Thomas More,"[18413, 18414]"
9734,Thomas N. Spackman,[27798]
9735,Thomas Pynchon,"[409, 410, 411, 412, 413, 414, 415, 416, 418, 2794, 5471, 5809, 5814, 9834, 27197, 32760]"
9736,Thomas R. Beyer Jr.,"[4938, 37058]"
9737,Thomas R. Holtz Jr.,[17067]
9738,Thomas R. Schreiner,[27597]
9739,Thomas Ryan,[42831]
9740,Thomas Saberhagen,[16483]
9741,Thomas Sowell,"[3023, 3025, 3040, 3041, 3042, 3047]"
9742,Thomas Urquhart,[18265]
9743,Thomas Wolfe,"[12447, 12448, 12451, 31253]"
9744,Thomas X. Hammes,[38874]
9745,Thomas Ziegler,[22611]
9746,Thomasina Lowe,[27946]
9747,Thompson Brothers,[36145]
9748,Thornton W. Burgess,[8808]
9749,Thory,[27787]
9750,Thrasymachus,[13425]
9751,Throbbing Gristle,[23945]
9752,Thucydides,"[1440, 1441, 1444, 1445, 1449, 1459, 27222]"
9753,Tiina Nunnally,"[6216, 6217, 6219, 6220, 6222, 6224]"
9754,Tim Ambler,[46431]
9755,Tim Bewer,[8693]
9756,Tim Bogenn,"[14741, 25881]"
9757,Tim Bradstreet,"[36924, 43723]"
9758,Tim Cahill,"[18561, 44509]"
9759,Tim Carvell,[706]
9760,Tim Curry,"[43819, 47644]"
9761,Tim Downs,"[27006, 27009]"
9762,Tim Flannery,[17971]
9763,Tim Freke,[8206]
9764,Tim Griffin,[28639]
9765,Tim Halliday,[20498]
9766,Tim Johnston,[4140]
9767,Tim LaHaye,"[27523, 27525, 27526, 27528, 30816, 30818, 30820, 30821, 31153, 31154, 31157, 36244]"
9768,Tim Lebbon,[32828]
9769,Tim O'Brien,"[3444, 3445, 3446, 3447, 3449, 5712, 5713, 11458]"
9770,Tim Page,[6224]
9771,Tim Powers,[15670]
9772,Tim R. Swartz,[27189]
9773,Tim Robbins,[4674]
9774,Tim Stevens,[13855]
9775,Tim Turner,"[32517, 39141]"
9776,Tim Underwood,[32689]
9777,Tim Winton,[35306]
9778,Tim Woods,[15058]
9779,Time,"[4746, 19613, 19617, 19620, 19621, 21143]"
9780,Timothy  Taylor,[8645]
9781,Timothy B. Ering,[37193]
9782,Timothy B. Tyson,[2521]
9783,Timothy Basil Ering,[37190]
9784,Timothy D. Taylor,[8643]
9785,Timothy D. Wilson,[28810]
9786,Timothy Ferris,"[2100, 2109]"
9787,Timothy Findley,"[29881, 29898]"
9788,Timothy McDermott,[25713]
9789,Timothy Meis,[298]
9790,Timothy Moriarty,[39088]
9791,Timothy S. Murphy,[26697]
9792,Timothy Truman,[10966]
9793,Timothy Zahn,"[21627, 35414, 35437, 46623]"
9794,Tina Blythe,[2584]
9795,Tina Hannan,[34509]
9796,Tina Hohl,[24834]
9797,Tina Jolas,[28853]
9798,Tina Reilly,[43651]
9799,Tirso de Molina,[42211]
9800,Tish Boyle,"[39081, 39088]"
9801,Tite Kubo,"[2879, 2880, 2881, 2882, 2883, 2906, 2907, 13727, 13728, 13729, 13730, 13731, 13733, 13735]"
9802,Tobias Churton,[16291]
9803,Tobias Grace,[35148]
9804,Tobias Smollett,[3840]
9805,Tobias Wolff,"[4140, 11463, 11464, 11466, 11468, 43594, 45779]"
9806,Tobin Larson,[28468]
9807,Toby Litt,[29705]
9808,Todd A. Woods,[36510]
9809,Todd Davis,[23552]
9810,Todd Field,[33888]
9811,Todd Gitlin,"[36259, 36260, 36261, 36262, 36264]"
9812,Todd Green,[20258]
9813,Todd Hanson,[4346]
9814,Todd Klein,"[15719, 23753, 23754, 25099, 25101, 25102, 25106]"
9815,Todd McCaffrey,"[20075, 24866]"
9816,Todd McFarlane,[33483]
9817,Todd Telander,[14093]
9818,Todd Von Hoffmann,[5681]
9819,Todd W.,[36681]
9820,Todd W. Hall,[36681]
9821,Tom Arnett,[35485]
9822,Tom Beck,[27831]
9823,Tom Bissell,"[32534, 43438]"
9824,Tom Brevoort,[27440]
9825,Tom Brokaw,[32987]
9826,Tom Carpenter,[2157]
9827,Tom Clancy,"[5720, 13397, 13398, 13399, 19668, 19669, 19670, 19671, 19672, 19673, 19674, 19675, 19676, 19677, 19679, 19681, 19682, 19683, 19684, 19685, 19686, 19687, 19688, 19689, 19699, 19703, 19707, 20862, 20865, 20867, 20868, 20869, 32669, 32682, 34587]"
9828,Tom Clavin,[42556]
9829,Tom D. Crouch,[23827]
9830,Tom DeFalco,"[16989, 27440]"
9831,Tom Derenick,[22365]
9832,Tom Fowler,[35437]
9833,Tom Gralish,[6360]
9834,Tom Griffith,[29908]
9835,Tom Hiney,[2048]
9836,Tom Hodges,[35424]
9837,Tom Hodgkinson,[24510]
9838,Tom Hollander,[19784]
9839,Tom Humphries,"[22736, 42741]"
9840,Tom Hunt,[30586]
9841,Tom Hunter,[2877]
9842,Tom Johnson,[706]
9843,Tom Joyce,[41135]
